SALE ID,USER ID,PRODUCT ID,NUTRITIONIST ID,PURCHASE AMOUNT,SALE DATE,ORDER TYPE
S02339,U0597,P025,—,$46.51,2024-12-27,meal_plan
S02340,U0654,P018,N020,$107.61,2024-01-31,coaching
S02341,U0895,P041,—,$15.85,2024-10-02,ebook
S02342,U0578,P019,N004,$96.18,2024-02-07,coaching
S02343,U0635,P050,—,$23.65,2024-03-18,ebook
S02344,U0157,P038,—,$44.13,2024-04-12,supplement
S02345,U0466,P029,N008,$81.78,2024-10-06,coaching
S02346,U0713,P017,—,$41.27,2024-05-29,meal_plan
S02347,U0269,P009,—,$49.88,2024-02-04,meal_plan
S02348,U0202,P045,—,$70.53,2024-06-09,supplement
S02349,U0312,P024,—,$82.93,2024-08-16,supplement
S02350,U0241,P014,—,$26.37,2024-08-27,meal_plan
S02351,U0211,P024,—,$15.66,2024-12-12,ebook
S02352,U0416,P017,—,$41.34,2024-01-12,supplement
S02353,U0911,P042,—,$17.22,2024-07-21,ebook
S02354,U0501,P004,—,$52.27,2024-01-31,meal_plan
S02355,U0185,P033,—,$48.90,2024-10-16,supplement
S02356,U0072,P003,N017,$136.31,2024-06-16,coaching
S02357,U0695,P032,—,$30.31,2024-06-19,meal_plan
S02358,U0378,P048,—,$22.02,2024-02-17,meal_plan
S02359,U0828,P050,—,$32.19,2024-03-22,supplement
S02360,U0658,P006,—,$41.96,2024-08-27,meal_plan
S02361,U0799,P013,—,$49.08,2024-12-16,meal_plan
S02362,U0269,P018,N015,$94.13,2024-03-18,coaching
S02363,U0691,P005,—,$26.27,2024-10-21,meal_plan
S02364,U0262,P034,—,$24.62,2024-08-09,ebook
S02365,U0940,P026,—,$61.78,2024-01-04,supplement
S02366,U0639,P025,—,$19.75,2024-04-25,meal_plan
S02367,U0323,P010,—,$14.18,2024-04-24,ebook
S02368,U0268,P050,N011,$102.24,2024-11-30,coaching
S02369,U0188,P050,—,$51.86,2024-06-30,meal_plan
S02370,U0694,P046,—,$80.50,2024-03-19,supplement
S02371,U0215,P010,—,$13.12,2024-04-02,ebook
S02372,U0595,P035,—,$21.04,2024-01-21,ebook
S02373,U0263,P035,—,$32.94,2024-02-05,meal_plan
S02374,U0660,P021,—,$27.57,2024-12-02,ebook
S02375,U0819,P020,—,$12.27,2024-05-18,ebook
S02376,U0780,P014,—,$24.45,2024-01-14,ebook
S02377,U0764,P029,—,$11.46,2024-07-11,ebook
S02378,U0185,P048,—,$26.08,2024-04-16,ebook
S02379,U0084,P029,N015,$88.92,2024-04-15,coaching
S02380,U0697,P038,—,$51.58,2024-02-17,meal_plan
S02381,U0366,P033,—,$83.45,2024-09-21,supplement
S02382,U0424,P049,—,$13.19,2024-09-07,ebook
S02383,U0030,P023,—,$48.99,2024-06-11,meal_plan
S02384,U0259,P014,N003,$128.98,2024-07-03,coaching
S02385,U0032,P033,N004,$143.49,2024-01-09,coaching
S02386,U0885,P027,—,$17.01,2024-02-21,ebook
S02387,U0242,P020,N003,$92.41,2024-11-29,coaching
S02388,U0553,P045,—,$10.69,2024-11-25,ebook
S02389,U0037,P031,—,$19.63,2024-05-20,meal_plan
S02390,U0664,P021,—,$20.81,2024-05-07,meal_plan
S02391,U0320,P001,—,$11.56,2024-03-20,ebook
S02392,U0902,P031,—,$24.25,2024-02-01,ebook
S02393,U0893,P014,N010,$86.17,2024-07-31,coaching
S02394,U0323,P027,—,$25.90,2024-09-22,meal_plan
S02395,U0905,P048,—,$76.80,2024-12-08,supplement
S02396,U0996,P008,—,$24.73,2024-01-16,ebook
S02397,U0831,P020,N013,$111.53,2024-05-15,coaching
S02398,U0851,P002,—,$50.33,2024-06-18,meal_plan
S02399,U0246,P031,—,$9.68,2024-03-14,ebook
S02400,U0575,P003,—,$59.53,2024-11-02,supplement
S02401,U0063,P011,—,$25.33,2024-01-08,meal_plan
S02402,U0089,P015,—,$10.84,2024-02-03,ebook
S02403,U1000,P031,—,$18.29,2024-07-31,ebook
S02404,U0324,P035,—,$53.19,2024-11-04,supplement
S02405,U0751,P001,—,$31.46,2024-08-28,meal_plan
S02406,U0810,P017,—,$33.20,2024-12-02,supplement
S02407,U0866,P040,N004,$96.78,2024-10-19,coaching
S02408,U0999,P015,—,$19.29,2024-03-14,ebook
S02409,U0241,P006,—,$23.86,2024-07-25,ebook
S02410,U0038,P040,—,$11.10,2024-04-25,ebook
S02411,U0405,P047,—,$22.19,2024-06-17,ebook
S02412,U0132,P030,—,$45.73,2024-09-23,meal_plan
S02413,U0022,P018,N005,$81.79,2024-07-10,coaching
S02414,U0357,P038,—,$48.46,2024-01-18,meal_plan
S02415,U0787,P025,—,$44.28,2024-04-11,meal_plan
S02416,U0563,P001,—,$34.15,2024-01-18,supplement
S02417,U0311,P016,—,$25.48,2024-06-14,meal_plan
S02418,U0654,P031,—,$18.68,2024-06-25,ebook
S02419,U0231,P037,—,$17.11,2024-04-19,ebook
S02420,U0015,P017,N018,$92.99,2024-05-23,coaching
S02421,U0767,P033,—,$55.96,2024-06-21,meal_plan
S02422,U0626,P012,—,$41.34,2024-09-06,supplement
S02423,U0765,P030,—,$45.53,2024-12-08,meal_plan
S02424,U0037,P049,—,$58.22,2024-02-02,supplement
S02425,U0844,P028,—,$44.69,2024-10-05,meal_plan
S02426,U0622,P015,—,$28.50,2024-02-26,ebook
S02427,U0559,P046,—,$14.91,2024-06-26,ebook
S02428,U0627,P028,—,$20.07,2024-02-12,ebook
S02429,U0870,P033,—,$36.69,2024-09-18,supplement
S02430,U0585,P044,—,$13.44,2024-01-09,ebook
S02431,U0581,P048,—,$16.08,2024-11-03,ebook
S02432,U0991,P037,—,$53.40,2024-09-25,meal_plan
S02433,U0758,P035,—,$16.25,2024-04-27,ebook
S02434,U0435,P034,—,$25.67,2024-03-22,meal_plan
S02435,U0703,P011,—,$21.70,2024-11-12,ebook
S02436,U0385,P049,—,$23.32,2024-10-03,ebook
S02437,U0226,P040,—,$52.14,2024-04-13,supplement
S02438,U0596,P026,—,$14.93,2024-09-24,ebook
S02439,U0929,P031,—,$54.95,2024-03-10,supplement
S02440,U0929,P020,—,$19.01,2024-05-08,meal_plan
S02441,U0338,P043,—,$31.46,2024-11-09,meal_plan
S02442,U0524,P005,N002,$124.52,2024-03-12,coaching
S02443,U0209,P011,—,$24.29,2024-05-04,ebook
S02444,U0996,P011,N014,$88.10,2024-04-09,coaching
S02445,U0982,P023,—,$10.41,2024-05-21,ebook
S02446,U0649,P026,—,$11.47,2024-10-26,ebook
S02447,U0807,P010,—,$38.17,2024-03-13,supplement
S02448,U0711,P049,—,$32.10,2024-11-22,meal_plan
S02449,U0593,P020,—,$19.48,2024-11-17,ebook
S02450,U0050,P015,N015,$78.88,2024-03-04,coaching
S02451,U0449,P040,N015,$64.37,2024-06-23,coaching
S02452,U0672,P003,—,$49.42,2024-05-10,supplement
S02453,U0676,P030,—,$17.52,2024-03-27,ebook
S02454,U0371,P045,—,$80.39,2024-09-06,supplement
S02455,U0944,P015,—,$39.91,2024-02-15,meal_plan
S02456,U0167,P039,—,$86.42,2024-07-04,supplement
S02457,U0493,P043,—,$18.89,2024-12-25,ebook
S02458,U0690,P027,—,$28.63,2024-02-23,supplement
S02459,U0695,P018,—,$78.91,2024-05-21,supplement
S02460,U0649,P041,—,$57.50,2024-08-02,supplement
S02461,U0272,P017,—,$58.32,2024-02-12,meal_plan
S02462,U0157,P046,—,$25.12,2024-05-04,ebook
S02463,U0639,P015,N019,$92.38,2024-05-16,coaching
S02464,U0598,P050,—,$25.53,2024-09-06,ebook
S02465,U0176,P037,N013,$109.66,2024-12-07,coaching
S02466,U0702,P039,N004,$108.03,2024-11-25,coaching
S02467,U0449,P037,—,$31.07,2024-05-02,supplement
S02468,U0665,P044,N020,$91.18,2024-07-20,coaching
S02469,U0844,P003,—,$32.89,2024-08-13,meal_plan
S02470,U0169,P037,—,$80.26,2024-01-20,supplement
S02471,U0019,P041,—,$72.64,2024-08-09,supplement
S02472,U0782,P002,—,$27.64,2024-04-02,meal_plan
S02473,U0610,P022,—,$10.98,2024-07-30,ebook
S02474,U0697,P047,—,$37.26,2024-05-09,meal_plan
S02475,U0846,P044,N012,$84.24,2024-05-07,coaching
S02476,U0806,P004,—,$15.49,2024-12-23,ebook
S02477,U0963,P017,—,$74.19,2024-03-23,supplement
S02478,U0531,P050,—,$26.27,2024-11-27,ebook
S02479,U0482,P026,—,$24.07,2024-03-29,ebook
S02480,U0398,P006,—,$32.35,2024-11-11,meal_plan
S02481,U0154,P015,N011,$131.87,2024-02-21,coaching
S02482,U0570,P006,—,$65.92,2024-06-09,supplement
S02483,U0273,P041,—,$26.45,2024-07-14,meal_plan
S02484,U0923,P046,—,$18.71,2024-06-21,ebook
S02485,U0583,P024,—,$49.19,2024-03-27,meal_plan
S02486,U0592,P008,—,$12.80,2024-06-07,ebook
S02487,U0351,P045,—,$66.11,2024-05-31,supplement
S02488,U0048,P035,—,$26.12,2024-11-12,meal_plan
S02489,U0031,P013,—,$22.73,2024-12-30,meal_plan
S02490,U0415,P043,N013,$134.22,2024-03-15,coaching
S02491,U0081,P035,—,$33.15,2024-03-09,meal_plan
S02492,U0607,P007,—,$79.08,2024-05-30,supplement
S02493,U0886,P006,—,$31.95,2024-04-25,meal_plan
S02494,U0888,P003,N008,$103.80,2024-12-07,coaching
S02495,U0657,P002,—,$56.65,2024-12-21,supplement
S02496,U0209,P016,—,$81.01,2024-08-13,supplement
S02497,U0869,P014,—,$24.82,2024-05-31,meal_plan
S02498,U0891,P002,—,$26.15,2024-09-04,ebook
S02499,U0194,P027,—,$41.25,2024-10-17,meal_plan
S02500,U0740,P012,—,$25.96,2024-10-24,ebook
